factor,IC,selected
VSUMN10,0.00110116405343827,False
VSUMD10,-0.001101164053438267,False
VSUMP10,-0.0011011640534382666,False
MIN30,-0.001044628795855996,False
VMA60,0.0010436185523984797,False
CNTP60,-0.0010411597406053091,False
RSV30,0.0010323808270815207,False
VSUMD20,0.00102776296064518,False
VSUMP20,0.0010277629606451771,False
VSUMN20,-0.001027762960645176,False
ROC30,0.0010135430865366574,False
BETA30,0.00100169252639637,False
RSV60,0.0009987608403263662,False
RANK20,-0.0009749717284126169,False
KSFT,-0.0009669664969428652,False
OPEN0,-0.0008922540957445843,False
KMID,0.0008572628984296051,False
IMAX20,0.0007936089857638199,False
STD20,-0.0007548773925607471,False
SUMP60,-0.000674224891232145,False
SUMD60,-0.0006742248912314216,False
SUMN60,0.0006742248912307093,False
IMIN30,0.0006464419407907547,False
VWAP0,0.0006341894317928405,False
MAX60,-0.000559163036825709,False
KLOW2,-0.0005476271843281693,False
BETA20,0.000467846496255972,False
VSTD60,0.00043090590558244024,False
RANK30,-0.000271102873021437,False
CNTN30,0.00026993219771795466,False
CNTD60,0.00021865760888430428,False
MA60,0.00021727499856793824,False
MIN20,0.00016178086174947474,False
CNTP20,0.00015904774073042136,False
STD30,-0.00013386244583696937,False
RSV20,-3.347314032178935e-05,False
RANK60,-3.1221498095221466e-05,False
